Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=2.6534)   P(D|M,rr[2]=0.2289)   P(D|M,rr[3]=0.4957)   P(D|M,rr[4]=1.0697)   Posterior mean        
284    2.53074e-10     1.98777e-19           8.82962e-10           3.64689e-11           7.49009e-15           0.239442              
285    3.62706e-10     2.00244e-19           1.26721e-09           5.05197e-11           1.04018e-14           0.239088              
286    1.16342e-14     1.51743e-19           1.85041e-14           2.35871e-14           2.12437e-16           0.38149               
287    1.05058e-13     1.67262e-19           2.17811e-13           1.63187e-13           8.72662e-16           0.34461               
288    3.81882e-13     7.287e-20             1.16113e-12           2.26175e-13           2.42719e-16           0.272466              
289    1.27688e-08     1.35695e-19           4.57906e-08           5.98422e-10           2.38361e-14           0.232299              
290    8.73634e-13     1.60772e-19           2.60315e-12           5.70434e-13           7.70821e-16           0.276971              
291    8.6656e-09      2.93028e-19           3.09298e-08           5.52553e-10           3.94044e-14           0.23354               
292    1.43403e-08     1.82438e-19           5.13691e-08           7.29487e-10           3.69742e-14           0.232593              
293    2.11468e-12     1.67319e-19           6.1866e-12            1.49517e-12           2.03522e-15           0.280959              
294    4.50065e-16     1.07631e-19           3.51054e-16           1.24615e-15           4.29006e-17           0.452086              
295    2.41465e-10     1.61273e-19           8.47032e-10           3.02219e-11           4.93461e-15           0.23805               
296    2.48217e-11     2.20129e-19           8.1835e-11            8.34315e-12           4.6035e-15            0.25357               
297    3.05354e-10     1.3385e-19            1.06439e-09           4.49763e-11           8.0542e-15            0.239676              
298    7.4907e-14      1.43934e-19           1.74393e-13           9.74483e-14           3.98727e-16           0.325463              
299    1.80052e-13     1.45423e-19           4.38394e-13           2.15342e-13           5.90366e-16           0.317334              
300    1.52776e-15     1.53852e-19           1.22242e-15           4.22041e-15           1.22385e-16           0.448382              
301    7.97848e-16     1.3697e-19            6.4971e-16            2.19293e-15           6.36224e-17           0.447319              
302    8.77897e-13     1.87521e-19           2.49035e-12           6.98285e-13           1.34911e-15           0.287565              
303    1.58367e-11     1.68785e-19           5.2242e-11            5.29323e-12           2.95376e-15           0.253432              
304    1.27724e-13     1.82055e-19           2.92867e-13           1.70643e-13           6.92265e-16           0.328059              
305    1.08275e-11     1.86267e-19           3.57649e-11           3.57147e-12           2.1476e-15            0.253112              
306    2.41804e-07     2.18229e-19           8.7305e-07            5.42258e-09           1.10332e-13           0.230505              
307    1.27275e-11     1.41562e-19           4.23742e-11           3.86555e-12           1.81175e-15           0.251182              
308    4.25908e-12     1.93403e-19           1.30253e-11           2.44754e-12           2.12926e-15           0.271146              
309    3.26353e-11     1.51641e-19           1.09584e-10           8.98207e-12           3.41385e-15           0.249083              
310    1.75167e-13     1.66796e-19           3.74802e-13           2.6078e-13            1.07979e-15           0.339424              
311    4.32038e-14     9.96413e-20           9.96738e-14           5.71078e-14           2.38751e-16           0.327039              
312    8.73281e-14     1.7333e-19            1.51475e-13           1.65133e-13           8.47804e-16           0.369687              
313    2.21515e-17     8.13428e-20           7.81087e-18           6.64082e-17           6.93209e-18           0.515935              
314    1.36293e-13     1.11771e-19           3.40563e-13           1.54326e-13           4.04235e-16           0.312594              
315    1.03501e-12     1.91915e-19           2.9512e-12            8.08206e-13           1.44939e-15           0.28647               
316    3.31144e-10     1.56835e-19           1.16006e-09           4.30021e-11           7.28457e-15           0.238395              
317    9.76097e-10     1.54539e-19           3.43633e-09           1.09875e-10           1.18117e-14           0.237124              
318    2.99245e-10     1.30406e-19           1.04994e-09           3.72306e-11           5.52407e-15           0.237995              
319    1.23289e-12     1.48389e-19           3.71712e-12           7.61658e-13           8.95916e-16           0.274358              
320    3.36474e-10     2.03354e-19           1.16689e-09           5.5542e-11            1.35345e-14           0.240984              
321    8.70558e-09     1.72049e-19           3.11782e-08           4.49334e-10           2.30666e-14           0.232648              
322    2.72961e-10     2.03624e-19           9.55049e-10           3.66311e-11           6.32356e-15           0.238714              
323    7.84438e-09     1.7129e-19            2.8117e-08            3.81708e-10           1.83026e-14           0.232431              
324    4.14274e-15     1.58848e-19           3.20643e-15           1.16055e-14           2.73397e-16           0.448268              
325    3.76771e-16     1.06176e-19           3.14914e-16           1.02774e-15           2.97146e-17           0.445663              
326    9.73522e-09     2.03163e-19           3.4686e-08            6.82346e-10           5.40845e-14           0.234004              
327    1.44349e-12     1.68438e-19           4.24368e-12           9.99942e-13           1.37025e-15           0.279905              
328    1.25033e-11     1.50622e-19           4.17658e-11           3.65911e-12           1.94852e-15           0.250373              
329    5.81434e-13     2.00618e-19           1.63511e-12           4.76592e-13           1.05603e-15           0.289406              
330    8.02989e-14     1.37593e-19           1.81726e-13           1.09669e-13           4.46423e-16           0.330271              
331    7.01647e-13     2.09919e-19           2.01285e-12           5.35618e-13           1.06616e-15           0.28521               
332    1.21058e-17     1.17966e-19           1.63174e-18           3.43289e-17           8.83557e-18           0.593896              
333    0.000132654     2.17677e-19           0.000481465           4.64667e-07           9.1362e-13            0.229115              
334    1.92789e-11     1.94456e-19           6.2774e-11            7.26637e-12           4.76338e-15           0.256577              
335    8.89595e-11     2.5976e-19            2.98172e-10           2.50245e-11           9.52815e-15           0.24953               
