Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.1728)   P(D|M,rr[2]=0.3657)   P(D|M,rr[3]=0.5439)   P(D|M,rr[4]=0.7331)   P(D|M,rr[5]=0.9506)   P(D|M,rr[6]=1.2228)   P(D|M,rr[7]=1.6122)   P(D|M,rr[8]=2.3989)   Posterior mean        
169    1.38134e-15     1.54974e-16           3.26472e-15           4.40529e-15           2.38e-15              7.10282e-16           1.23311e-16           1.16399e-17           5.08546e-19           0.561728              
170    2.27974e-10     1.36369e-09           4.08222e-10           4.8023e-11            3.6736e-12            1.83251e-13           5.42231e-15           8.38737e-17           6.94071e-19           0.226964              
171    0.000550603     0.00435085            5.29283e-05           1.03024e-06           1.85806e-08           2.36199e-10           1.59669e-12           4.00898e-15           3.27362e-18           0.175222              
172    8.01129e-14     9.59374e-14           3.38424e-13           1.62302e-13           3.83646e-14           5.40561e-15           4.49029e-16           1.99254e-17           4.52136e-19           0.409509              
173    3.53222e-17     1.46435e-18           5.73064e-17           1.06966e-16           7.61419e-17           3.08948e-17           8.13972e-18           1.47183e-18           1.92738e-19           0.627679              
174    3.6551e-10      2.21494e-09           6.32523e-10           7.11985e-11           5.16684e-12           2.38893e-13           6.22114e-15           7.71107e-17           5.31532e-19           0.224625              
175    4.57013e-16     6.30083e-17           1.17637e-15           1.44979e-15           7.25544e-16           2.03442e-16           3.42333e-17           3.47152e-18           2.38113e-19           0.547838              
176    1.74682e-11     7.37015e-11           5.38058e-11           1.08337e-11           1.30087e-12           9.94561e-14           4.48421e-15           1.01295e-16           9.7176e-19            0.281642              
177    3.35688e-13     7.71213e-13           1.36133e-12           4.58931e-13           8.38392e-14           9.51057e-15           6.50293e-16           2.43691e-17           4.79113e-19           0.354508              
178    2.07172e-10     1.18597e-09           4.11054e-10           5.52268e-11           4.83708e-12           2.77867e-13           9.41137e-15           1.55039e-16           1.00981e-18           0.234784              
179    1.83062e-11     8.09724e-11           5.41734e-11           1.00964e-11           1.12392e-12           7.96916e-14           3.34221e-15           7.09087e-17           6.57129e-19           0.274486              
180    8.18537e-09     5.73564e-08           7.53971e-09           5.56565e-10           2.92307e-11           1.01837e-12           2.02674e-14           1.87719e-16           7.78733e-19           0.198437              
181    1.22133e-11     4.60231e-11           4.1097e-11            9.28915e-12           1.19816e-12           9.48833e-14           4.26134e-15           9.1545e-17            7.9888e-19            0.296887              
182    2.39624e-12     6.3174e-12            9.62444e-12           2.77086e-12           4.18274e-13           3.7071e-14            1.80796e-15           4.2186e-17            4.94569e-19           0.33711               
183    2.2449e-14      2.52211e-14           9.35766e-14           4.70694e-14           1.17622e-14           1.78659e-15           1.66529e-16           8.967e-18             2.80236e-19           0.416047              
184    8.58889e-13     2.40359e-12           3.39198e-12           9.27482e-13           1.35515e-13           1.19312e-14           6.06738e-16           1.64386e-17           2.82878e-19           0.330608              
185    4.64633e-13     1.08895e-12           1.88006e-12           6.22535e-13           1.12054e-13           1.2576e-14            8.54389e-16           3.15341e-17           5.67437e-19           0.352287              
186    1.46344e-16     1.39721e-17           3.11821e-16           4.5382e-16            2.72405e-16           9.47686e-17           2.08198e-17           2.89509e-18           2.53846e-19           0.584074              
187    2.36838e-14     2.36805e-14           9.68269e-14           5.25102e-14           1.39827e-14           2.23973e-15           2.18026e-16           1.22758e-17           4.14814e-19           0.426068              
188    5.664e-10       3.2576e-09            1.11464e-09           1.46028e-10           1.22541e-11           6.54942e-13           1.95696e-14           2.57947e-16           1.18767e-18           0.233848              
189    1.81033e-12     4.91224e-12           7.19555e-12           2.03683e-12           3.08356e-13           2.81335e-14           1.47014e-15           3.90432e-17           5.28233e-19           0.334375              
190    2.95577e-14     3.10113e-14           1.21393e-13           6.41843e-14           1.68838e-14           2.70698e-15           2.66684e-16           1.49978e-17           4.3418e-19            0.422741              
191    6.67612e-12     2.73882e-11           2.10439e-11           4.38994e-12           5.42285e-13           4.25775e-14           1.99394e-15           4.97796e-17           6.92856e-19           0.285654              
192    6.86819e-13     1.84066e-12           2.72974e-12           7.88182e-13           1.23335e-13           1.19188e-14           6.91814e-16           2.23467e-17           4.22223e-19           0.336262              
193    2.54617e-10     1.48396e-09           4.85086e-10           6.23708e-11           5.22676e-12           2.84086e-13           8.88363e-15           1.31288e-16           8.30187e-19           0.231656              
194    2.65552e-10     1.5813e-09            4.80738e-10           5.76425e-11           4.50272e-12           2.28749e-13           6.79371e-15           1.00992e-16           7.17975e-19           0.227801              
195    8.462e-09       5.92971e-08           7.7851e-09            5.81304e-10           3.13462e-11           1.14363e-12           2.43893e-14           2.43548e-16           9.81839e-19           0.198454              
196    3.97539e-07     2.99678e-06           1.75081e-07           8.15305e-09           2.94554e-10           7.17776e-12           9.69563e-14           5.61487e-16           1.28895e-18           0.184438              
197    6.82411e-12     2.86157e-11           2.11552e-11           4.27017e-12           5.11055e-13           3.89058e-14           1.77169e-15           4.33183e-17           5.74877e-19           0.282409              
198    4.7724e-14      5.64768e-14           2.01745e-13           9.71417e-14           2.29273e-14           3.21893e-15           2.6914e-16            1.27067e-17           3.72321e-19           0.410138              
199    2.3949e-10      1.4194e-09            4.38686e-10           5.33778e-11           4.23254e-12           2.1838e-13            6.56879e-15           9.71748e-17           6.75109e-19           0.228642              
200    2.93103e-13     7.34504e-13           1.17527e-12           3.65583e-13           6.22947e-14           6.70361e-15           4.51457e-16           1.81768e-17           4.55465e-19           0.344658              
201    4.39156e-10     2.61175e-09           7.97827e-10           9.5808e-11            7.47615e-12           3.77846e-13           1.10382e-14           1.5546e-16            9.64918e-19           0.22801               
202    1.04401e-09     6.23567e-09           1.87766e-09           2.21138e-10           1.67667e-11           8.09625e-13           2.18623e-14           2.6463e-16            1.19717e-18           0.2272                
